position;channelTitle;videoId;publishedAt;publishedAtSQL;videoTitle;videoDescription;tags;videoCategoryId;videoCategoryLabel;topicCategories;duration;durationSec;dimension;definition;caption;defaultLanguage;defaultLAudioLanguage;thumbnail_maxres;licensedContent;locationDescription;latitude;longitude;viewCount;likeCount;dislikeCount;favoriteCount;commentCount
365;Tate;Ocd3FgbdAlQ;2015-07-27T07:37:42Z;2015-07-27 07:37:42;Members See More;;;27;Education;Lifestyle_(sociology);PT34S;34;2d;hd;FALSE;;en-GB;https://i.ytimg.com/vi/Ocd3FgbdAlQ/maxresdefault.jpg;;;;;2785;23;;0;1
366;Tate;wt-jVRpotIo;2015-07-23T15:18:25Z;2015-07-23 15:18:25;The Chapman Brothers vs. Goya | Lost Art;Jake Chapman discusses reinventing Goya's Disasters of War masterpiece in their Insult to Injury series. The Gallery of Lost Art was an online exhibition that told the stories of vanished artworks. Whether destroyed, stolen, discarded or erased some of the most significant artworks of the last 100 years have been lost and can no longer be seen. In their work Insult to Injury (2003) the Chapman brothers bought and defaced Goya's masterpiece Disasters of War. In this short film Jake Chapman defends a seemingly mad act of vandalism. Artworks by Jake and Dinos Chapman, Insult to Injury, 2003 © Jake and Dinos Chapman, courtesy White Cube.;The Chapman Brothers,Jake And Dinos Chapman (Visual Artist),Jake Chapman,Insult to Injury,Disasters of War,Vandalism,The Gallery of Lost Art,Vanished Artworks,Dinos Chapman,Francisco Goya (Visual Artist),Art (Quotation Subject);27;Education;Knowledge;PT2M33S;153;2d;hd;TRUE;en-GB;en-GB;https://i.ytimg.com/vi/wt-jVRpotIo/maxresdefault.jpg;;;;;15672;141;;0;18
367;Tate;O9f5EAQBX3o;2015-07-16T15:22:18Z;2015-07-16 15:22:18;I Destroyed a Francis Bacon Masterpiece | Lost Art;In this film Francis Bacon’s friend Barry Joule recalls the time he accidentally destroyed one of the artist’s finished pieces. The Gallery of Lost Art was an online exhibition that told the stories of vanished artworks. Whether destroyed, stolen, discarded or erased some of the most significant artworks of the last 100 years have been lost and can no longer be seen. We revisit the series of films produced for the project and hear from some of the people closest to each fascinating story. Read more: http://www.tate.org.uk/context-comment/articles/gallery-lost-art-francis-bacon;Lost Art,Francis Bacon,The Gallery of Lost Art,Vanished Artworks,Barry Joule,Painting,Art,Artist,Destruction;27;Education;Knowledge;PT2M32S;152;2d;hd;TRUE;;en-GB;https://i.ytimg.com/vi/O9f5EAQBX3o/maxresdefault.jpg;;;;;33209;446;;0;66
368;Tate;SaYSTQGDK7s;2015-07-10T14:29:16Z;2015-07-10 14:29:16;If Tate Modern was Musée de la danse? – Turbine Hall Events | BMW Tate Live;If Tate Modern was Musée de la danse ? 15 & 16 May 2015 (Turbine Hall, Level 0) For two days only, in collaboration with dancer and choreographer Boris Charmatz, around 90 dancers and choreographers took over the gallery spaces and the iconic Turbine Hall at Tate Modern. Three years after his performance of Flip Book at Tate Modern in the Tanks, Charmatz presents a new version with London-based amateurs. Drawing on Merce Cunningham: Fifty Years (Aperture, 1997) by dance archivist David Vaughan, which charts in pictures Cunningham’s choreography over 50 years, 'Roman Photo' invites a number of dancers, including former members of the company and amateur practitioners, to learn and perform Vaughan’s images as sped-up versions of Cunningham’s language.;Tate Modern London (Museum),Tate (Tourist Attraction),Boris Charmatz,Contemporary Dance,Musee de la danse,Turbine Hall,2015;1;Film & Animation;Entertainment,Performing_arts;PT12M43S;763;2d;hd;FALSE;;en-GB;;;;;;5224;37;;0;0
369;Tate;yv77WKiUxm8;2015-07-09T17:13:31Z;2015-07-09 17:13:31;Barbara Hepworth – 'A New Form for Sculpture' | TateShots;Barbara Hepworth’s modernist sculpture was heavily influenced by natural landscapes and environmental forms. From St Ives to Greece she was inspired by the shapes and intrinsic characteristics of coastal lines and organic structures. In this film, curator Chris Stephens spotlights the physical process and attention to detail behind Hepworth’s work. We also look at the raw materials she worked with and the visionary way she made the inside of the sculpture as prominent a feature as the outside. Subscribe for weekly films: http://goo.gl/X1ZnEl;Barbara Hepworth,St Ives (City/Town/Village),Sculpture,Form,Bronze,Wood,Tate Gallery Britain (Museum),Exhibition,Chris Stephens;27;Education;Hobby,Lifestyle_(sociology);PT3M24S;204;2d;hd;FALSE;;en-GB;https://i.ytimg.com/vi/yv77WKiUxm8/maxresdefault.jpg;;;;;63227;632;;0;27
370;Tate;jDJYyG7jKV0;2015-07-02T14:58:55Z;2015-07-02 14:58:55;John Akomfrah – Why History Matters | TateShots;John Akomfrah talks about his practice as a filmmaker, how he navigates between the gallery and cinema, what compelled him to make his 2015 work Vertigo Sea, and the influence of Andrei Tarkovsky. In this TateShots, John also talks about his commitment to the “philosophy of montage”, his interest in archive and documentary and the importance of history. John is an artist and filmmaker well known for his work with the London-based Black Audio Film Collective, which he co-founded in 1982. He made his debut with Handsworth Songs which went on to win the Grierson Award for Best Documentary in 1987. Today he runs the production company Smoking Dog Films and continues to produce films for a variety of spaces.;John Akomfrah (Film Director),Grierson Award,Handsworth Songs,Smoking Dog Films,TateShots,Tate Britain,Tate (Tourist Attraction),Andrei Tarkovsky (Film Director),Vertigo Sea,The Stuart Hall Project,History,Montage (Film Genre),Archive,Documentary,Black Audio Film Collective,London;1;Film & Animation;Entertainment,Film;PT7M34S;454;2d;hd;TRUE;;en-GB;https://i.ytimg.com/vi/jDJYyG7jKV0/maxresdefault.jpg;;;;;57060;1015;;0;12
371;Tate;244PCCZWExg;2015-06-25T14:27:30Z;2015-06-25 14:27:30;Barbara Hepworth's Letters | TateShots;"We discover some of Hepworth’ letters in Tate’s Archive and explore the landscape that inspired the her words and her work. Barbara Hepworth acquired Trewyn Studio in the centre of St Ives in September 1949. She immediately began working in the space and lived there until her death in 1975. While living at Trewyn Studio she wrote hundreds of letters to family and friends describing the inspiration and contentment she felt in St Ives. ""It is completely perfect for me"", she wrote to Philip James, Director of Art at the Arts Council, on 29 August 1949. Tate Archive contains a wealth of material on artists, art world figures and art organisations in Britain from 1900 to the present day. Over one million items that relate closely to Tate’s collection are held, including artworks, sketchbooks, letters, writings, audio-visual material, photographs, printed ephemera and press cuttings.";Barbara Hepworth,British Sculpture,Sculpture (Visual Art Form),Abstract Art (Art Period/Movement),Abstract Sculpture,St Ives,Artist Studios,Tateshots,Tate Gallery Britain (Museum),Tate (Tourist Attraction);1;Film & Animation;Hobby,Lifestyle_(sociology);PT2M27S;147;2d;hd;TRUE;;en-GB;https://i.ytimg.com/vi/244PCCZWExg/maxresdefault.jpg;;;;;7455;98;;0;10
372;Tate;OaKXUVDSZdQ;2015-06-18T16:49:31Z;2015-06-18 16:49:31;Mary Kelly – 'Everything Seemed to Be a First' | TateShots;American conceptual artist Mary Kelly discusses how feminism informed her seminal work 'Post-Partum Document' 1973-79 and the origins of her lint technique. Mary Kelly arrived in London as a student at a time when the public began to protest contentious political issues like gender equality and the Vietnam War. She became involved in the early women’s liberation movement throughout the 1970s and went on to lead the way for representations of women in the arts. Feminist theory, political discourse and education have remained a constant theme in her work throughout her career. Her work 'Post-Partum Document' 1973-79 draws on contemporary feminist thought and psychoanalysis to explore the roles of woman artists as both creative and procreative. More recently, Kelly has developed a process where she creates various sizes of prints cast from units of lint, the textile fibres that separate in a domestic dryer. Fashioned over several months and hundreds of washing cycles, the panels of image and text are then assembled and pressed in intaglio. Mary Kelly is Professor of Art at the University of California, Los Angeles, where she is Head of Interdisciplinary Studio. Subscribe for weekly films: http://goo.gl/X1ZnEl;Mary Kelly,Feminism (Literary School Or Movement),Feminist Art Movement In The United States (Exhibition Subject),Art,Installation,Video,Post-Partum Document,Equlity,St Martins,Teaching,University of California,Inderdisciplinary,Women in Art,Tate (Tourist Attraction),Tate Modern London (Museum),Motherhood,Art History,Conceptual Art;27;Education;Knowledge;PT4M18S;258;2d;hd;TRUE;;en-GB;https://i.ytimg.com/vi/OaKXUVDSZdQ/maxresdefault.jpg;;;;;23425;245;;0;5
373;Tate;Ughfmr77HBY;2015-06-12T10:12:30Z;2015-06-12 10:12:30;Agnes Martin Road Trip | Original Score by Actress;Producer Actress (aka Darren J Cunningham) composed an original score inspired by Agnes Martin's artwork and journey across the USA. Agnes Martin is recognised for her evocative paintings and restrained style, which was underpinned by her deep conviction in the emotive and expressive power of art. In 1967, just as her art was gaining acclaim, Martin abandoned the artistic community in New York City and went in search of solitude and silence. For almost two years she traveled across the US and Canada before finally settling in New Mexico. From there within tightly prescribed limits she imposed on her own practice Martin was able to continue to make extraordinary, visionary paintings, for over three decades until her death in 2004. Discover Agnes Martin at Tate Modern: http://www.tate.org.uk/whats-on/tate-modern/exhibition/agnes-martin;Agnes Martin (Visual Artist),Actress,Darren J Cunningham,Darren Cunningham,Art,Tate (Tourist Attraction),Tate Modern London (Museum),Painting (Visual Art Form),Road Trip,Minimalism (Art Period/Movement),Soundtrack;1;Film & Animation;Entertainment;PT2M10S;130;2d;hd;FALSE;;en-GB;https://i.ytimg.com/vi/Ughfmr77HBY/maxresdefault.jpg;;;;;24763;467;;0;5
374;Tate;68t-BmkkBNk;2015-06-11T15:57:23Z;2015-06-11 15:57:23;Peter Blake – Studio Visit | TateShots;In this episode of TateShots we visit Peter Blake in his London studio as he begins work on a new collage piece. Blake emerged as a leader of the Pop Art movement in the 1960s, and in this film the artist reminds us that he was working with comic book imagery before Roy Lichtenstein and created sculptures of consumer products before Andy Warhol. His connection to collage extends to his working environment where his collection of objects and curiosities, or the ‘art of collecting’ as he puts it, is an conceptual art form in itself.;Peter Blake,Pop Art,Collage,Art,Roy Lichtenstein (Visual Artist),Tate Modern London (Museum),Jasper Johns (Visual Artist),Robert Rauschenberg (Visual Artist),Andy Warhol (Visual Artist),Tate (Tourist Attraction);1;Film & Animation;Hobby,Lifestyle_(sociology);PT3M38S;218;2d;hd;FALSE;;en-GB;https://i.ytimg.com/vi/68t-BmkkBNk/maxresdefault.jpg;;;;;24240;217;;0;10
375;Tate;cQlROsF5u_Q;2015-06-09T17:31:46Z;2015-06-09 17:31:46;If Tate Modern was Musée de la danse? – Levée des conflits (extended) | BMW Tate Live;For two days only, in collaboration with dancer and choreographer Boris Charmatz, around 90 dancers and choreographers took over the gallery spaces and the iconic Turbine Hall at Tate Modern. Levée des conflits was first performed in 2010. For this extended version, the work is performed continuously over several hours by 24 dancers. Comprising 25 movements, each movement is passed on from body to body, excluding one gesture at all time. Visitors are invited to learn part of the piece with Boris Charmatz and the 24 dancers and perform it live.;Musee de la danse tate art dance gallery streaming live Tate Modern,London (Museum) Museum (Building Function);1;Film & Animation;Entertainment,Performing_arts;PT1H36M50S;2210;2d;hd;FALSE;;en-GB;https://i.ytimg.com/vi/cQlROsF5u_Q/maxresdefault.jpg;;;;;2711;9;;0;1
376;Tate;MZpjXP4oHPA;2015-06-09T17:29:48Z;2015-06-09 17:29:48;If Tate Modern was Musée de la danse? – À bras-le-corps | BMW Tate Live;For two days only, in collaboration with dancer and choreographer Boris Charmatz, around 90 dancers and choreographers took over the gallery spaces and the iconic Turbine Hall at Tate Modern. Boris Charmatz first choreographed and performed this work with Dimitri Chamblas in 1993. Rows of seats create a closed space, delimitating the movements of the two dancers and abolishing the distance between the audience and them.;Musee de la danse,tate,art,dance,gallery,streaming,live;1;Film & Animation;Entertainment,Performing_arts;PT40M48S;2448;2d;hd;FALSE;;en-GB;;;;;;2996;17;;0;0
377;Tate;j9r3zsThGes;2015-06-09T17:28:22Z;2015-06-09 17:28:22;If Tate Modern was Musée de la danse? – Levée des conflits (solos) | BMW Tate Live;For two days only, in collaboration with dancer and choreographer Boris Charmatz, around 90 dancers and choreographers took over the gallery spaces and the iconic Turbine Hall at Tate Modern. Levée des conflits was first performed in 2010. For this extended version, the work is performed continuously over several hours by 24 dancers. Comprising 25 movements, each movement is passed on from body to body, excluding one gesture at all time. Visitors are invited to learn part of the piece with Boris Charmatz and the 24 dancers and perform it live.;Musee de la danse,tate,art,dance,gallery,streaming,live;1;Film & Animation;Hobby,Lifestyle_(sociology);PT24M31S;1471;2d;hd;FALSE;;en-GB;;;;;;713;2;;0;0
378;Tate;tHTU-fDKsx4;2015-06-09T17:26:08Z;2015-06-09 17:26:08;If Tate Modern was Musée de la danse? – Public warm-up with Boris Charmatz | BMW Tate Live;For two days only, in collaboration with dancer and choreographer Boris Charmatz, around 90 dancers and choreographers took over the gallery spaces and the iconic Turbine Hall at Tate Modern.;Musee de la danse,tate,art,dance,gallery,streaming,live;1;Film & Animation;Hobby,Lifestyle_(sociology);PT57M15S;3435;2d;hd;FALSE;;en-GB;;;;;;5237;55;;0;2
379;Tate;902YXjchQsk;2015-06-05T17:26:35Z;2015-06-05 17:26:35;Artist Agnes Martin – 'Beauty is in Your Mind' | TateShots;Agnes Martin’s restrained yet evocative paintings came from her belief that spiritual inspiration rather than intellect created great work. In this film, which features rare archive footage of the artist in her studio in New Mexico, her art dealer and confidant Arne Glimcher remembers Martin’s philosophical ideas about her work and her rigorous process in developing her paintings. Tate curator Frances Morris also reveals the mathematical precision behind Martin’s abstract masterpieces, and the intense experimentation which led to her signature grids. Subscribe for weekly films: http://goo.gl/X1ZnEl;Agnes Martin,TateShots,Tate Modern,Exhibition,Frances Morris,Maths,Abstract,Masterpiece,grids,New Mexico,New York City (City/Town/Village),Arne Glimcher,Archive footage,Emotion,Painting (Visual Art Form),abstract art,contemporary art,interview,artist,art;27;Education;Hobby,Lifestyle_(sociology);PT7M38S;458;2d;hd;TRUE;en-GB;en-GB;https://i.ytimg.com/vi/902YXjchQsk/maxresdefault.jpg;;;;;550538;10128;;0;341
380;Tate;5ioYs20rnL8;2015-05-28T08:56:00Z;2015-05-28 08:56:00;Gustav Metzger – Auto-Destructive Art | TateShots;Gustav Metzger, born in 1926, developed the concept of Auto-Destructive Art where destruction was part of the process of creating the work. In this TateShots the artist reflects on his long and influential career. Themes of political activism and engagement are heavily rooted in his work. He arrived in Britain as a refugee after losing several members of his family in the Holocaust and was associated with protests against American rocket bases in the UK as well as campaigns for nuclear disarmament. He also went to prison for encouraging mass non-violent civil disobedience. This new arrangement of his work currently on display at Tate Britain reveals how auto-destructive art emerged out of painting and sculpture as much as it communicated Metzger’s activism. Find out more about Gustav Metzger: https://goo.gl/tK2sjG;Gustav Metzger,TateShots,Artist,Auto-Destructive Art,Art,political activism,Britain,Holocaust,Tate (Tourist Attraction),Tate Gallery Britain (Museum),activism,Painting,Drawing,Fine Art (Industry);27;Education;Knowledge;PT6M8S;368;2d;hd;FALSE;;en-GB;https://i.ytimg.com/vi/5ioYs20rnL8/maxresdefault.jpg;;;;;45744;791;;0;15
381;Tate;rH0O51z4wyM;2015-05-21T11:57:41Z;2015-05-21 11:57:41;Expression of the Sightless | TateShots;At fifteen, David Johnson was diagnosed with retinitis pigmentosa, which causes a slow degeneration of the retina. Here he discovers artworks in Tate Britain’s Sculpture Victorious exhibition through touch alone. David completely lost his sight at thirty. Now in his late fifties, his memories of the visual world are undiminished. In this film we follow David as he traces and feels his way around selected artworks in the exhibition, drawing on his own visual recollection to imagine the scene before him. Find out more about sculpture at Tate: https://goo.gl/95bZqg;Tateshots,Tate (Tourist Attraction),Sculpture,Tate Gallery Britain (Museum),Sculpture Victorious,Sensation,Blindness (Disease Or Medical Condition),Touch;1;Film & Animation;Knowledge;PT4M20S;260;2d;hd;FALSE;;;https://i.ytimg.com/vi/rH0O51z4wyM/maxresdefault.jpg;;;;;7698;87;;0;4
382;Tate;_bDJCAJuOl4;2015-05-20T14:45:25Z;2015-05-20 14:45:25;If Tate Modern was Musée de la danse? – manger | BMW Tate Live;For two days only, in collaboration with dancer and choreographer Boris Charmatz, around 90 dancers and choreographers took over the gallery spaces and the iconic Turbine Hall at Tate Modern . 'manger' challenges the role of the mouth and eating in choreography and dance. For this performance in the Turbine Hall, Charmatz presents a dispersed version to address the scale of the site while still offering an intimate experience of the work.;Musee de la danse,Tate Modern London (Museum),Tate (Tourist Attraction),Performance Art,Dance;1;Film & Animation;Entertainment,Performing_arts;PT1H1M52S;112;2d;hd;FALSE;;;;;;;;8675;45;;0;14
383;Tate;ZehaRiM0pGU;2015-05-20T13:47:12Z;2015-05-20 13:47:12;If Tate Modern was Musée de la danse? – Roman Photo | BMW Tate Live;For two days only, in collaboration with dancer and choreographer Boris Charmatz, around 90 dancers and choreographers took over the gallery spaces and the iconic Turbine Hall at Tate Modern. Three years after his performance of Flip Book at Tate Modern in the Tanks, Charmatz presents a new version with London-based amateurs. Drawing on Merce Cunningham: Fifty Years (Aperture, 1997) by dance archivist David Vaughan, which charts in pictures Cunningham’s choreography over 50 years, 'Roman Photo' invites a number of dancers, including former members of the company and amateur practitioners, to learn and perform Vaughan’s images as sped-up versions of Cunningham’s language.;Musee de la Danse,Tate Modern,Tate (Tourist Attraction),Performance art,dance;1;Film & Animation;Entertainment,Performing_arts;PT38M7S;2287;2d;hd;FALSE;;;;;;;;6065;34;;0;0
384;Tate;CpazEa7mmzI;2015-05-20T13:33:28Z;2015-05-20 13:33:28;If Tate Modern was Musée de la danse? – Levée des conflits (visitors version) | BMW Tate Live;For two days only, in collaboration with dancer and choreographer Boris Charmatz, around 90 dancers and choreographers took over the gallery spaces and the iconic Turbine Hall at Tate Modern. 'Levée des conflits' was first performed in 2010. Comprising 25 movements, each gesture is passed on from body to body, with one movement excluded at all times. In this version visitors were invited to learn part of the piece and perform it live.;Musee De La Danse,Tate Modern,Danse,Performance art,Tate (Tourist Attraction);1;Film & Animation;Hobby,Lifestyle_(sociology);PT54M8S;3248;2d;hd;FALSE;;;;;;;;5259;35;;0;1
385;Tate;8jxN_B-STVU;2015-05-15T12:00:45Z;2015-05-15 12:00:45;Boris Charmatz – Musée de la danse | TateShots;French dancer and choreographer Boris Charmatz transforms Tate Modern into a Museum of Dance for one weekend only. Boris Charmatz, celebrated for his experimental and radical approach to contemporary dance, transforms Tate Modern into a Museum of Dance. For two days only 90 dancers and choreographers led by Charmatz will take over the gallery spaces and the iconic Turbine Hall. On the eve of this temporary transformation we sat down with the artist and asked about his vision for the take-over and how the audience will participate in this ‘live exhibition’. Watch the live stream here: http://www.tate.org.uk/whats-on/tate-modern/eventseries/bmw-tate-live-if-tate-modern-was-musee-de-la-danse;Tate (Tourist Attraction),Performance Art (Film Genre),Dance (Interest),Choreography (Profession),Boris Charmatz,Art (Quotation Subject),Artist (Project Role),Tate Modern London (Museum);1;Film & Animation;Knowledge;PT3M14S;194;2d;hd;FALSE;;;https://i.ytimg.com/vi/8jxN_B-STVU/maxresdefault.jpg;;;;;14034;97;;0;1
386;Tate;dPAFTrZnPtA;2015-05-07T12:50:15Z;2015-05-07 12:50:15;Colm Tóibín on Marlene Dumas | TateShots;When Booker prize nominee Colm Tóibín was asked to write something for the Marlene Dumas exhibition catalogue he knew he wasn’t interested in examining her work in traditional academic form. (This video contains images of a sensitive nature.) Instead he composed a short story about loss, grief and the intoxicating ‘power of watching’ – in response to the melancholy, fleshy figures she paints. Inspired by the haunting faces and bodies in Dumas’ work, Tóibín delves into the interior life of a lonely narrator and paints a full and moving portrait of a man with words instead of brush strokes. The short story ‘Barton Springs’ features in The Image as Burden exhibition catalogue: http://shop.tate.org.uk/exhibition-books/marlene-dumas-the-image-as-burden/invt/16388&bklist=icat,4,shop,exhibitions,marlenedumas See the exhibition: http://www.tate.org.uk/whats-on/tate-modern/exhibition/marlene-dumas-image-burden Subscribe to our channel: http://www.youtube.com/subscription_center?add_user=Tate Follow TateShots on Twitter: https://twitter.com/tateshots #TateShotsThursday;Colm Tóibín,Marlene Dumas,Tate,Tate Modern London (Museum),Barton Springs (Location),Barton Springs Pool (Protected Site),The Image as Burden,Storytelling (Literature Subject),Short Story (Literary Genre),painting,drawing,nature,swimming,the gaze,Man Booker Prize Nominee,Man Booker Prize (Award),melancholy,loss,Artist,Literature (Media Genre);1;Film & Animation;Knowledge;PT5M15S;315;2d;hd;FALSE;;en-GB;https://i.ytimg.com/vi/dPAFTrZnPtA/maxresdefault.jpg;;;;;8005;82;;0;2
387;Tate;4C0lCtXeJsY;2015-05-01T10:34:16Z;2015-05-01 10:34:16;Caroline de Maigret: Being Sonia Delaunay;Parisian model and muse Caroline de Maigret is whisked away into artist Sonia Delaunay’s world, and reimagines current day Paris in a Delaunay inspired colourful haze. Sonia Delaunay was a key figure in the Parisian avant-garde and became the European doyenne of abstract art. As well as painting and drawing she designed textiles, clothes, theatre sets and interiors. Come to the exhibition at Tate Modern to discover the real Delaunay: http://www.tate.org.uk/whats-on/tate-modern/exhibition/ey-exhibition-sonia-delaunay;Sonia Delaunay (Visual Artist),Caroline de Maigret,Tate (Tourist Attraction),Tate Modern London (Museum),Colour,Art,Painting,Textile (Visual Art Medium),Funny,Weird,Being,Paris,Orphism,Cubism (Art Period/Movement),Fauvism (Art Period/Movement);1;Film & Animation;Hobby,Lifestyle_(sociology);PT2M8S;128;2d;hd;FALSE;;en-GB;https://i.ytimg.com/vi/4C0lCtXeJsY/maxresdefault.jpg;;;;;40550;631;;0;22
388;Tate;Y2Kl-tXacrY;2015-04-30T16:06:34Z;2015-04-30 16:06:34;Sarah Lucas | TateShots;"""Her work is as relevant now, as it was when it first appeared"". TateShots talk to Ann Gallagher, Director of Collections at Tate Britain, about YBA Sarah Lucas, who is representing Britain in the 2015 Venice Biennale. Looking forward to Lucas’ presentation at Venice, Ann Gallagher recalls Lucas’ early career with the YBA movement, and how the artist has since evolved in diverse and unexpected ways. The Venice Biennale is a major contemporary art exhibition that takes place once every two years. The best of contemporary art is showcased in national pavilions housed in the famous Giardini and Arsenale venues. Find out more about Sarah Lucas: https://goo.gl/y2Uv2V Subscribe for more artists: Subscribe to our channel: http://www.youtube.com/subscription_center?add_user=tate";Sarah Lucas,British Art,Freeze Art Fair,Tate Modern London (Museum),Tate Gallery Britain (Museum),Tate,Venice,Venice Biennale (Recurring Event),Sculpture (Visual Art Form),Photography (Visual Art Form),YBA,Young British Artists (Art Period/Movement);27;Education;Hobby,Lifestyle_(sociology);PT2M46S;166;2d;hd;FALSE;;en-GB;https://i.ytimg.com/vi/Y2Kl-tXacrY/maxresdefault.jpg;;;;;34057;254;;0;16
389;Tate;CVsjH6MRGJQ;2015-04-28T13:00:02Z;2015-04-28 13:00:02;Sculpture Victorious at Tate Britain;Tate Britain’s exhibition Sculpture Victorious celebrates some of the most astonishing and lavish works produced in the Victorian era. Video contains flashing light. Visit the show: http://www.tate.org.uk/whats-on/tate-britain/exhibition/sculpture-victorious;Tate (Tourist Attraction),Tate Gallery Britain (Museum),Victorian Era (Event),Sculpture,Sculpture Victorious,3D Photography,Exposure,Art,Exhibition;1;Film & Animation;Hobby,Lifestyle_(sociology);PT1M9S;69;2d;hd;FALSE;;en-GB;https://i.ytimg.com/vi/CVsjH6MRGJQ/maxresdefault.jpg;;;;;3387;24;;0;4
390;Tate;9czPGjHEi-I;2015-04-24T11:10:15Z;2015-04-24 11:10:15;Exposing Process: Four Young Fashion Designers;This short film is made in response to Nick Waplington/Alexander McQueen: Working Process, and explores the techniques of four young fashion designers and the studio spaces they occupy. ‘You can spend, hours, days, weeks preparing for that moment of creation that can sometimes only be a second, a minute or five minutes’ - Nick Waplington Featuring: Sadie Clayton, Phoebe Kowalska, Harry Mundy and Olubiyi Thomas. http://www.tate.org.uk/whats-on/tate-britain/exhibition/nick-waplingtonalexander-mcqueen-working-process;Fashion,Fashion Design (Industry),Nick Waplington,Alexander McQueen (Fashion Designer),Tate (Tourist Attraction),Designer (Profession),Sadie Clayton,Phoebe Kowalska,Harry Mundy,Olubiyi Thomas,Tate Gallery Britain (Museum);1;Film & Animation;Fashion,Hobby,Lifestyle_(sociology);PT2M37S;157;2d;hd;FALSE;;en-GB;https://i.ytimg.com/vi/9czPGjHEi-I/maxresdefault.jpg;;;;;6987;91;;0;1
391;Tate;CThPLk-hR1w;2015-04-23T12:12:29Z;2015-04-23 12:12:29;Yo También Exijo – Tania Bruguera’s Tatlin’s Whisper #6 | TateShots;On 18 April 2015 Tate Modern, along with various arts organisations across the world, staged a special presentation of Cuban artist Tania Bruguera’s performance piece Tatlin’s Whisper #6. Bruguera was detained in Cuba for attempting to present this work in Havana’s Revolutionary Plaza. The recreation at Tate Modern featured members of the public alongside artists, writers and curators speaking for a minute on any subject of their choice. The work was restaged in an act of solidarity and support for Bruguera and artists all over the world persecuted for freedom of expression. This performance was also presented by other arts organisations around the globe including Creative Time, New York, The Hammer Museum, Los Angeles, The Van Abbe Museum, Eindhoven and Witte de With, Rotterdam. http://www.tate.org.uk/whats-on/tate-modern/performance-and-music/yotambienexijo-restaging-tatlins-whisper Subscribe to our channel: http://www.youtube.com/subscription_center?add_user=Tate Follow TateShots on Twitter: https://twitter.com/tateshots;TateShots,Performance Art,Tate Modern London (Museum),Tate Gallery,Tania Bruguera,Cuban Art,Tatlins Whisper #6,Havana,Creative Time,The Hammer Museum,The Van Abbe Museum,Witte de With,Yo También Exijo;1;Film & Animation;Entertainment,Performing_arts;PT3M37S;217;2d;hd;FALSE;;en-GB;;;;;;7236;44;;0;2
392;Tate;Uuum56jJB3o;2015-04-19T08:14:05Z;2015-04-19 08:14:05;Intoart | Animating the Archives;We follow the artists at Intoart as they create and share a living archive of their ongoing practice. Intoart is a visual arts charity based in London working with adults and young people with learning disabilities. This video series examines some of the stories behind Tate’s archives of British art, exploring questions and processes that are emerging from their collection, conservation and use.;Animating the archives,Tate (Tourist Attraction),Archive (Fictional Organization Type),Visual Arts (Field Of Study),Charitable Organization (Industry),London (City/Town/Village),Learning Disability (Symptom);27;Education;Knowledge;PT8M53S;533;2d;hd;TRUE;;en-GB;https://i.ytimg.com/vi/Uuum56jJB3o/maxresdefault.jpg;;;;;1925;34;;0;3
393;Tate;dRRS34VI__Y;2015-04-16T13:41:52Z;2015-04-16 13:41:52;Making Traces – Behind the Scenes at Tate Modern | TateShots;Tate Modern recently unveiled ‘Making Traces’, an entire new wing of its free collection displays. We goes behind the scenes during the installing process. Head of Displays Matthew Gale explains how various departments across Tate collaborated to bring together this new presentation, from curators and art-handlers to conservation teams. The theme of ‘Making Traces’ explores making as gesture, the trace of an action, and includes artwork created as recently as 2014. At the centre of the display is the iconic ‘Rothko Room’ - which brings together Rothko’s nine Seagram murals for the first time in three years - giving visitors a chance to contemplate the variety of practices and forms presented in this expansive and exciting wing. Making Traces is no longer available but we have other free collection displays at Tate Modern: http://www.tate.org.uk/visit/tate-modern) Find out more about a career in art handling: https://goo.gl/sY3NgW Subscribe to our channel: http://www.youtube.com/subscription_c... Follow TateShots on Twitter: https://twitter.com/tateshots;Tate Modern London (Museum),Tate Gallery,Art Gallery,London,Free Art Collections,TateShots,Art Conservation,Art Curators,Mark Rothko (Visual Artist),Seagram murals;27;Education;Hobby,Lifestyle_(sociology);PT3M52S;232;2d;hd;TRUE;;en-GB;https://i.ytimg.com/vi/dRRS34VI__Y/maxresdefault.jpg;;;;;55042;461;;0;26
