position;channelTitle;videoId;publishedAt;publishedAtSQL;videoTitle;videoDescription;tags;videoCategoryId;videoCategoryLabel;topicCategories;duration;durationSec;dimension;definition;caption;defaultLanguage;defaultLAudioLanguage;thumbnail_maxres;licensedContent;locationDescription;latitude;longitude;viewCount;likeCount;dislikeCount;favoriteCount;commentCount
191;Corey Schafer;GfxJYp9_nJA;2015-07-07T17:30:00Z;2015-07-07 17:30:00;Python Tutorial: Namedtuple - When and why should you use namedtuples?;Named Tuples in Python are High-performance container datatypes. What advantage do namedtuples have over regular tuples and when should you use them? In this video, we'll take a look at namedtuples and why you should use them. The code from this video can be found at: https://github.com/CoreyMSchafer/code_snippets/tree/master/NamedTuples ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python;Python,Python Tutorials,Python Tutorial,Python namedtuple,namedtuple,tuple,Python tuple,Video Tutorial,Programming,Computer Science,Programming Language,How to,How-to,Software,Software Engineering,Development,Technology,Python (Programming Language);27;Education;Knowledge;PT7M21S;441;2d;hd;TRUE;en;en;https://i.ytimg.com/vi/GfxJYp9_nJA/maxresdefault.jpg;1;;;;106740;2951;;0;103
192;Corey Schafer;UaKZ4wKytcA;2015-06-23T17:30:01Z;2015-06-23 17:30:01;Programming Terms: Idempotence;In this programming terms video, we will be going over Idempotence. Idempotence is the property of certain operations in mathematics and computer science, that can be applied multiple times without changing the result beyond the initial application. Let's take a look at this definition in-depth and go over a few examples. The code from this video can be found at: https://github.com/CoreyMSchafer/code_snippets/tree/master/Idempotence ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/;Programming Terms,Idempotence,Programming Terminology,Programming,Computer Science,Software,Python,Software Engineering,Programming Tutorials,Software Development,Development,Video Tutorial,How to,How-to,Programmer (Profession);27;Education;Knowledge,Technology;PT7M27S;447;2d;hd;FALSE;;en;https://i.ytimg.com/vi/UaKZ4wKytcA/maxresdefault.jpg;1;;;;44883;1270;;0;43
193;Corey Schafer;0q8spKeh1Kc;2015-06-22T17:30:01Z;2015-06-22 17:30:01;Programming Terms: String Interpolation;In this programming terms video, we will be going over string interpolation. String interpolation is the process of evaluating a string containing one or more placeholders and yielding a result in which the placeholders are replaced with their corresponding values. Let's take a look at this definition in-depth and go over a few examples. The code from this video can be found at: https://github.com/CoreyMSchafer/code_snippets/tree/master/String%20Interpolation ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/;Programming Terms,Programming Terminology,Programming,Computer Science,Software,Python,Software Engineering,Programming Tutorials,String Interpolation,Software Development,Video Tutorial,How to,How-to,Development;27;Education;Knowledge;PT6M20S;380;2d;hd;FALSE;;en;https://i.ytimg.com/vi/0q8spKeh1Kc/maxresdefault.jpg;1;;;;31143;1018;;0;40
194;Corey Schafer;IGH4-ZhfVDk;2015-06-16T17:00:00Z;2015-06-16 17:00:00;Programming Terms: DRY (Don't Repeat Yourself);"In this programming terms video, we will be going over the concept of DRY (Don't Repeat Yourself). This is a term you will hear a lot if you are just getting started in Computer Science or if you've recently started a new programming job. Let's take a look as to what it means to keep your code ""DRY"" ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/";Programming,Programming Terms,Software,Software Engineering,Don't Repeat Yourself,DRY,Software Development,Video Tutorial,Computer Science,How to,How-to,Development,Technology,Programming Terminology,Terminology;27;Education;Knowledge,Technology;PT7M52S;472;2d;hd;FALSE;;en;https://i.ytimg.com/vi/IGH4-ZhfVDk/maxresdefault.jpg;1;;;;46061;1249;;0;23
195;Corey Schafer;5cvM-crlDvg;2015-06-15T17:00:00Z;2015-06-15 17:00:00;Python Tutorial: str() vs repr();A common question that pops up when dealing with python is: What is the difference between __str__() and __repr__()? It may not be obvious right off the bat, so let's take a look at this in-depth. The code from this video can be found at: https://github.com/CoreyMSchafer/code_snippets/tree/master/Str_Repr ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python;Python,Python Tutorial,Python (Programming Language),Python Str,Python Repr,Str,Repr,Video Tutorial,Programming,Computer Science,Programming Language,How to,How-to,Software,Software Engineering,Development,Technology,Python Tutorials;27;Education;Knowledge,Technology;PT7M45S;465;2d;hd;TRUE;en;en;https://i.ytimg.com/vi/5cvM-crlDvg/maxresdefault.jpg;1;;;;123172;3260;;0;79
196;Corey Schafer;4wMKGs2fe4s;2015-05-12T15:00:00Z;2015-05-12 15:00:00;Sublime Text Quick Tip: Launch Sublime Text from the Terminal;In this Sublime Text Quick Tip, we're going to find out how to run Sublime Text from the Terminal. If you navigate from your terminal frequently, it can be a pain to open up Finder and open your files and projects that way. Being able to open these projects and files from the terminal is much more convenient. ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/;Sublime Text,Sublime,Sublime Text Terminal,Sublime Text CTL,Sublime Text Command Line,Development,Development Environment,Programming,Web Dev,Web Design,Web Development,How to,How-to,Tutorial,Video Tutorial,Sublime Text 3,Mac,OSX,Terminal,Software;27;Education;Knowledge,Technology;PT4M44S;284;2d;hd;FALSE;;en-US;https://i.ytimg.com/vi/4wMKGs2fe4s/maxresdefault.jpg;1;;;;16580;239;;0;40
197;Corey Schafer;kjBA2WISteM;2015-04-28T16:00:01Z;2015-04-28 16:00:01;Git Tutorial: Change DiffMerge Font-Size on Mac OSX;"In a previous video, we learned how to use DiffMerge as a git difftool and git mergetool. As I was creating that video, I noticed a bug in the program that crashed DiffMerge when attempting to change the font-size. This bug has not yet been fixed by DiffMerge; however, there is a workaround. All we need to do in open the preferences from the terminal and change the font-size manually. ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Git";OS X (Operating System),Git (Software),Software (Industry),Macintosh (Video Game Platform),DiffMerge,DiffMerge Font Size,DiffMerge Font-Size,Git Diff,Git Merge,Diff,Merge,Bug,Bug Fix,Software Engineering,Programming,Git commands,Computer Science,How To,How-to,Development,Web Development (Interest),Web Dev,Web Developer (Job Title),Tutorial,Git Tutorial,Git Tutorials;27;Education;Knowledge,Technology;PT2M14S;134;2d;hd;FALSE;;en;https://i.ytimg.com/vi/kjBA2WISteM/maxresdefault.jpg;1;;;;21207;226;;0;7
198;Corey Schafer;iCGrKFH2oeo;2015-04-28T15:30:00Z;2015-04-28 15:30:00;Git Tutorial: Diff and Merge Tools;In this video, we will learn how to setup a git difftool and a git mergetool. These tools provide a nice GUI interface for viewing and modifying diffs and merges. The tool we will be using in this tutorial is called DiffMerge: https://sourcegear.com/diffmerge/ If you struggle reading or comparing diffs and merges within your terminal, then this video is for you. A good GUI tool can definitely make your life easier. ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Git;Git (Software),Diff (Software),Merge,Difftool,Mergetool,Git Diff,Git Merge,DiffMerge,Software Engineering,Programming,Git commands,Computer Science,Video Tutorial,How to,How-to,Development,Web Development,Web Dev,Git Tutorial,Git Tutorials;27;Education;Knowledge,Technology;PT9M38S;578;2d;hd;FALSE;;en;https://i.ytimg.com/vi/iCGrKFH2oeo/maxresdefault.jpg;1;;;;136693;1292;;0;52
199;Corey Schafer;HfABu4aCI3U;2015-04-27T14:30:01Z;2015-04-27 14:30:01;How Software Engineers, Developers, and Designers can volunteer their skills;This video is going to be a little different from the tutorial videos I normally do. In this video, I wanted to talk about volunteering and ways for Software Engineers, Programmers, Web Developers, and Web Designers to give back to their community. Sharing your skills not only helps others, but it will help you hone your own skills as well. ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/;Software Engineering (Industry),Volunteering (Job Title),Software Developer (Project Role),Software (Industry),Web Development,Web Design,Computer Science,Programming,Communitarian,Communitarianism,Donate,Charity,Designer (Profession),engineering volunteer,software engineering;27;Education;Knowledge,Technology;PT13M51S;831;2d;hd;FALSE;;en;https://i.ytimg.com/vi/HfABu4aCI3U/maxresdefault.jpg;1;;;;17790;600;;0;23
200;Corey Schafer;KLEDKgMmbBI;2015-04-17T14:00:00Z;2015-04-17 14:00:00;Git Tutorial: Using the Stash Command;In this video, we will take a look at the git stash command. Git stash is extremely useful when you have some changes that you want to save but aren't ready to make a commit. There are many different scenarios where knowing how to use stash properly will make your life with git much easier. ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Git;Git,git stash,Stash,Software (Industry),Software Engineering,Programming,Git commands,Computer Science,Video Tutorial,How to,How-to,Software,Development,Web Development,Web Dev,Git Tutorial,Git Tutorials;27;Education;Knowledge,Technology;PT10M33S;633;2d;hd;FALSE;;en;https://i.ytimg.com/vi/KLEDKgMmbBI/maxresdefault.jpg;1;;;;228060;4892;;0;178
201;Corey Schafer;U2ZN104hIcc;2015-04-16T15:33:57Z;2015-04-16 15:33:57;Python Tutorial: pip - An in-depth look at the package management system;In this video, we will take an in-depth look at Python's package management system, pip. We'll walk through how to install, uninstall, list, and upgrade packages. We will also dive into how we can output our dependencies and install a list of dependencies. An in-depth knowledge of pip can be a great addition to your Python tool-belt. ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python;Python (Programming Language),Pip,Python,Programming Language (Software Genre),Python Packages,Package Manager,Programming,Computer Science,Video Tutorial,How to,How-to,Software,Software Engineering,Development,Web Development,Web Dev,Python pip,Technology,Python Tutorial,Python Tutorials;27;Education;Knowledge,Technology;PT9M6S;546;2d;hd;FALSE;;en;https://i.ytimg.com/vi/U2ZN104hIcc/maxresdefault.jpg;1;;;;242147;3833;;0;169
202;Corey Schafer;N5vscPTWKOk;2015-04-14T05:37:52Z;2015-04-14 05:37:52;Python Tutorial: virtualenv and why you should use virtual environments;In this video, we will be looking at virtualenv and why you should be using virtual environments in Python. Virtual Environments in Python allow us to keep project-specific dependencies in a separate place than our global site-packages. This is extremely useful when you have different versions of packages for different projects. ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/ #Python;Python,virtualenv,Virtual Environment,Virtual Environments,Python Packages,Programming,Computer Science,Video Tutorial,How to,How-to,Software,Software Engineering,Development,Web Development,Web Dev,Python (Programming Language),Python virtualenv,Python Tutorial,Python Tutorials;27;Education;Knowledge,Technology;PT9M45S;585;2d;hd;TRUE;en;en;https://i.ytimg.com/vi/N5vscPTWKOk/maxresdefault.jpg;1;;;;792239;12425;;0;549
203;Corey Schafer;HVMOBKRNEbc;2015-04-04T23:48:03Z;2015-04-04 23:48:03;Easily Resize Multiple Images Using the Mac Terminal;"One problem I run into frequently is needing to resize multiple images at once. To do this manually would take way too much time, especially if you have a lot of images. Luckily, there are several good tools out the to automate this process for us. In this video we will be resizing multiple images using the Mac Terminal and the built-in ""sips"" command. If you are someone who is more comfortable using an application rather than the terminal, I also have a video on resizing multiple images using Google's Picasa. You can find that video here: http://youtu.be/43eOoHpUW44 ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/";Mac,Terminal,Mac Terminal,Web Design,Web Development,Web Dev,Resize Images,Mulitple Images,Command Line,sips,How-to,How to,Video Tutorial,Tutorial,Images,OS X,Marketing,how to quickly resize multiple images in mac,how to resize multiple photos on mac,crop multiple images mac,how to resize multiple images at once mac;27;Education;Knowledge,Technology;PT7M18S;438;2d;hd;FALSE;;en;https://i.ytimg.com/vi/HVMOBKRNEbc/maxresdefault.jpg;1;;;;10041;198;;0;13
204;Corey Schafer;43eOoHpUW44;2015-04-04T23:38:38Z;2015-04-04 23:38:38;Easily Resize Multiple Images Using Picasa;One problem I run into frequently is needing to resize multiple images at once. To do this manually would take way too much time, especially if you have a lot of images. Luckily, there are several good tools out the to automate this process for us. In this video we will be resizing multiple images using Google's Picasa. If you are someone who is more comfortable using the terminal, I also have a video on resizing multiple images using the Mac Terminal. You can find that video here: http://youtu.be/HVMOBKRNEbc ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/;Picasa (Software),Web Design,Web Development,Web Dev,Google,Photography,Marketing,Resize Images,Multiple Images,How-to,How to,Video tutorial,tutorial,Images;27;Education;Hobby,Lifestyle_(sociology),Technology;PT6M35S;395;2d;hd;FALSE;;en;https://i.ytimg.com/vi/43eOoHpUW44/maxresdefault.jpg;1;;;;3451;11;;0;1
205;Corey Schafer;LOFQH4fVAQY;2015-04-03T03:46:18Z;2015-04-03 03:46:18;How to quickly create favicons for the desktop, Apple/Android devices, tablets, and more;"In this video, We will walk through the process of quickly creating favicons for your website or brand that look great almost any device using http://realfavicongenerator.net/ I am not affiliated with this site in any way; however I am a big fan. I used to create my favicons on my own. Once different mobile devices and tablets started to hit the market, it made it extremely difficult to keep up. This site allows you to drop in a single image, then it generates all of the icons and code you will need to support almost any device. ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/";favicon,favicons,Apple Icons,Android Icons,Mobile Icons,Web Design,Web Development,Web Dev,Branding,Apple Inc. (Publisher),Android (Operating System),Phone,Tablet Computer (Video Game Platform),How-to (Website Category),Tutorial,Google,Marketing,Windows,Web Design Tutorial,Web Design Tutorials;27;Education;Technology;PT7M59S;479;2d;hd;FALSE;;en;https://i.ytimg.com/vi/LOFQH4fVAQY/maxresdefault.jpg;1;;;;3288;55;;0;5
206;Corey Schafer;DwTV5ogPdlU;2015-03-31T02:44:00Z;2015-03-31 02:44:00;"Sublime Text Quick Tip: ""Go To Definition"" Click Shortcut";"In this Sublime Text Quick Tip, we're going to see how we connect a mouse shortcut to the ""Go To Definition"" command. If you have ever programmed in Eclipse, you have probably used this shortcut a lot. If you're like me, I find myself missing this functionality in Sublime Text. Luckily it isn't difficult to get this setup. ✅ Support My Channel Through Patreon: https://www.patreon.com/coreyms ✅ Become a Channel Member: https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g/join ✅ One-Time Contribution Through PayPal: https://goo.gl/649HFY ✅ Cryptocurrency Donations: Bitcoin Wallet - 3MPH8oY2EAgbLVy7RBMinwcBntggi7qeG3 Ethereum Wallet - 0x151649418616068fB46C3598083817101d3bCD33 Litecoin Wallet - MPvEBY5fxGkmPQgocfJbxP6EmTo5UUXMot ✅ Corey's Public Amazon Wishlist http://a.co/inIyro1 ✅ Equipment I Use and Books I Recommend: https://www.amazon.com/shop/coreyschafer ▶️ You Can Find Me On: My Website - http://coreyms.com/ My Second Channel - https://www.youtube.com/c/coreymschafer Facebook - https://www.facebook.com/CoreyMSchafer Twitter - https://twitter.com/CoreyMSchafer Instagram - https://www.instagram.com/coreymschafer/";Sublime Text (Software),Sublime Text Shortcut,Development,Development Environment,Programming,Web Dev,Web Design,Web Development,How to,Tutorial,Video Tutorial,Sublime Text 3,Software (Industry),Mac,OS X (Operating System);27;Education;Knowledge,Technology;PT5M51S;351;2d;hd;FALSE;;en;https://i.ytimg.com/vi/DwTV5ogPdlU/maxresdefault.jpg;1;;;;21594;144;;0;22
